regNo,name,rankOf12Month,rankOf24Month,rankOf36Month,rankOf48Month,rankOf60Month,rankLastUpdate,fundType,typeOfInvest,fundSize,initiationDate,dailyEfficiency,weeklyEfficiency,monthlyEfficiency,quarterlyEfficiency,sixMonthEfficiency,annualEfficiency,statisticalNav,efficiency,cancelNav,issueNav,dividendIntervalPeriod,guaranteedEarningRate,date,netAsset,estimatedEarningRate,investedUnits,articlesOfAssociationLink,prosoectusLink,websiteAddress,manager,managerSeoRegisterNo,guarantorSeoRegisterNo,auditor,custodian,guarantor,beta,alpha,isCompleted,fiveBest,stock,bond,other,cash,deposit,fundUnit,commodity,fundPublisher,smallSymbolName,insCode,fundWatch
12138,سهامی اهرمی جهش فارابی,,,,,,0001-01-01T00:00:00,22,Negotiable,72098498637432,2023-06-28T00:00:00,2.326,7.532,-0.992,27.799,53.006,26.751,14668.0,29.599,14668.0,14767.0,0,,2025-03-02T00:00:00,72098498637432,,4915322754,,,['jahesh.irfarabi.ir'],سبدگردان فارابی,11787,,موسسه حسابرسی رازدار,موسسه حسابرسی هدف نوین نگر,----,,,True,22.26,92.77,0.0,1.02,0.0,6.21,,,1,جهش,7681671915916933,
11513,در اوراق بهادار با درآمد ثابت کمند,,,,,,0001-01-01T00:00:00,4,Negotiable,57202674629361,2017-08-21T00:00:00,0.1,0.56,2.35,6.92,13.5,26.74,10521.0,163.4,10207.0,10215.0,1,,2025-03-02T00:00:00,57202674629361,,5604100000,,,['kamand.charismafunds.ir'],سبد گردان کاریزما,10856,,موسسه حسابرسی و خدمات مدیریت ارقام نگر آریا,مؤسسۀ حسابرسی آگاهان و همکاران,----,,,True,1.51,1.79,33.68,0.49,0.0,41.56,21.22,1.27,2,کمند,34718633636164421,
12024,نوع دوم رایکا,,,,,,0001-01-01T00:00:00,4,Negotiable,928161266317,2022-11-16T00:00:00,0.07,0.53,2.22,9.62,16.82,26.72,17980.0,72.22,17575.0,17585.0,0,,2025-03-02T00:00:00,928161266317,,52810000,,,['raykaetf.com'],سبد گردان کارا,11827,,موسسه حسابرسی رازدار,حسابرسی رهیافت و همکاران,----,,,True,3.46,3.46,61.17,0.39,0.0,33.26,1.72,0.0,2,رایکا,66105959479616770,
11767,همای آگاه,,,,,,0001-01-01T00:00:00,4,Negotiable,44458370019892,2021-08-22T00:00:00,0.08,0.54,2.29,6.81,13.4,26.64,10180.0,79.98,10092.0,10098.0,1,,2025-03-02T00:00:00,44458370019892,,4405094901,,,['homayeagah.ir'],سبدگردان آگاه,11604,,موسسه حسابرسی و خدمات مالی و مدیریت ایران مشهود,مؤسسه حسابرسی و خدمات مدیریت سامان پندار,----,,,True,0.9,0.9,47.93,0.55,0.0,41.18,9.43,0.0,2,همای,15494954332657697,
10920,ارمغان ایرانیان,,,,,,0001-01-01T00:00:00,4,Negotiable,13526463191572,2019-10-12T00:00:00,0.1,0.58,2.37,7.25,13.61,26.61,10371.0,130.03,10214.0,10222.0,1,,2025-03-02T00:00:00,13526463191572,,1324244092,,,['armaghanfund.ir'],تامین سرمایه نوین,,,موسسه حسابرسی بهمند,موسسه حسابرسی و خدمات مدیریت رهیافت و همکاران,----,,,True,3.43,6.97,52.49,0.73,0.0,38.13,1.68,0.0,2,ارمغان,31366347648583654,
12045,مختص اوراق دولتی بازده پایه بازار صبا,,,,,,0001-01-01T00:00:00,4,Negotiable,1538169876808,2023-02-21T00:00:00,0.03,0.65,2.25,7.18,13.69,26.58,16712.0,67.04,16712.0,16718.0,0,,2025-03-02T00:00:00,1538169876808,,92036335,,,['payeh.sabaamc.ir'],سبدگردان اندیشه صبا,11816,,موسسه حسابرسی رازدار,موسسه حسابرسی بهراد مشار,----,,,True,0.0,0.0,82.43,0.27,0.43,16.87,0.0,0.0,2,دیبا,70698996132397388,
11745,پالایشی یکم,,,,,,0001-01-01T00:00:00,21,Negotiable,150002162726202,2020-11-29T00:00:00,2.76,6.33,11.54,27.43,32.13,26.57,205778.0,120.21,205778.0,207126.0,0,,2025-03-02T00:00:00,150002162726202,,728949636,,,['p1fund.ir'],تامین سرمایه نوین,,,موسسه حسابرسی دش و همکاران,موسسه حسابرسی سامان پندار,----,,,True,92.83,92.83,0.0,0.08,0.0,5.58,1.51,0.0,2,پالایش,67675656072510693,
11951,سلام فارابی,,,,,,0001-01-01T00:00:00,6,Negotiable,5394210298440,2022-05-01T00:00:00,0.959,2.929,-1.254,8.263,26.088,26.363,20309.0,100.801,20309.0,20453.0,0,,2025-03-02T00:00:00,5394210298440,20.0,265600756,,,['salam.irfarabi.ir'],سبدگردان فارابی,11787,,موسسه حسابرسی ارقام نگرآریا,موسسه حسابرسی بهراد مشار,----,0.982373,-10.637,True,22.29,99.78,0.0,0.22,0.0,0.0,,,1,سلام,70541934393301867,
12091,راسا الگوریتم,,,,,,0001-01-01T00:00:00,4,IssuanceAndCancellation,900185408476,2023-03-25T00:00:00,0.08,0.54,2.24,6.68,13.16,26.33,1004813.0,50.28,1009209.0,1009466.0,1,,2025-03-02T00:00:00,900185408476,,891971,,,['rasafund.com'],سبدگردان الگوریتم,11570,,موسسه حسابرسی رازدار,مؤسسه حسابرسی و خدمات مدیریت سامان پندار,----,,,True,0.0,0.0,56.33,0.43,0.0,39.62,3.62,0.0,2,,None,
11449,در اوراق بهادار با درآمد ثابت اعتماد ملل,,,,,,0001-01-01T00:00:00,4,IssuanceAndCancellation,34647996226599,2016-09-24T00:00:00,0.07,0.52,2.26,6.46,12.92,26.26,1003941.0,194.38,1008886.0,1009629.0,1,,2025-03-02T00:00:00,34647996226599,15.0,34342798,,,['emelalfund.com'],سبد گردان نوین نگر آسیا,11299,,حسابرسی بهمند,موسسه حسابرسی و خدمات مدیریت آزموده کاران,----,,,True,4.79,5.35,55.9,0.38,0.0,32.85,5.53,0.0,2,,None,
10896,مشترک مانا الگوریتم,,,,,,0001-01-01T00:00:00,6,Negotiable,8304071317322,2011-08-15T00:00:00,0.68,2.03,-3.73,9.26,24.84,26.21,102216.0,10052.96,102216.0,102943.0,0,,2025-03-02T00:00:00,8304071317322,,81239930,,,['mana.fund'],سبدگردان الگوریتم,11570,,موسسه حسابرسی رازدار,موسسه حسابرسی هوشیار ممیز,----,0.944282,-8.79,True,22.16,93.09,0.0,0.34,0.0,0.06,0.0,6.5,2,مانا,32941062994509455,
11780,گروه زعفران سحرخیز,,,,,,0001-01-01T00:00:00,5,Negotiable,6282805568252,2021-01-19T00:00:00,-0.72,-1.43,1.79,16.55,13.93,26.03,43920.0,337.63,43920.0,44104.0,0,,2025-03-02T00:00:00,6282805568252,,143050000,,,['saharkhizfund.com'],سبدگردان تدبیر,11768,,موسسه حسابرسی ارقام نگر آریا,موسسه حسابرسی هوشیار ممیز,----,,,True,0.0,0.0,4.89,0.71,0.09,8.99,0.0,85.33,2,,None,
12042,بازده پایا,,,,,,0001-01-01T00:00:00,4,Negotiable,1085332549847,2022-12-07T00:00:00,-0.07,0.31,0.87,6.01,12.11,25.98,17060.0,67.22,16886.0,16892.0,0,,2025-03-02T00:00:00,1085332549847,,64273519,,,['baazdehsaabetfund.ir'],سبدگردان بازده,11863,,موسسه حسابرسی بیات رایان,موسسه حسابرسی آگاهان و همکاران,----,,,True,0.0,0.0,85.94,0.19,0.0,13.87,0.0,0.0,2,بازده,34856765062083074,
11888,زیتون نماد پایا,,,,,,0001-01-01T00:00:00,7,Negotiable,17616152032642,2021-11-03T00:00:00,-0.06,1.06,2.57,8.54,16.89,25.93,26787.0,158.66,26052.0,26138.0,0,,2025-03-02T00:00:00,17616152032642,,676190845,,,['zeytoon.fund'],مشاور سرمایه گذاری ترنج,11319,,حسابرسی و خدمات مدیریت آزموده کاران حسابداران رسمی,مشاور سرمایه گذاری سهم آشنا,----,,,True,21.16,39.01,15.4,0.42,0.0,42.38,0.0,2.81,2,زیتون,28551661889797217,
11607,اختصاصی بازارگردانی گوهر فام امید,,,,,,0001-01-01T00:00:00,11,IssuanceAndCancellation,54033593157313,2018-10-20T00:00:00,0.059,0.336,-0.65,0.42,6.765,25.713,6843037.0,584.393,6843037.0,6853057.0,0,,2025-03-02T00:00:00,54033593157313,,7896142,,,['fund.goharanomid.ir'],سرمایه گذاری توسعه گوهران امید,11322,,موسسه حسابرسی هشیار بهمند,موسسه حسابرسی ارقام نگر آریا,----,,,True,94.89,97.81,0.25,1.3,0.0,0.64,,,1,,None,
11989,در اوراق بهادار با درآمد ثابت خلیج فارس,,,,,,0001-01-01T00:00:00,4,Negotiable,44744718295048,2022-07-31T00:00:00,0.07,0.5,2.1,6.31,12.6,25.68,9883.0,62.56,10085.0,10097.0,1,,2025-03-02T00:00:00,44744718295048,,4436513309,,,['nakhl.pgibc.ir'],تامین سرمایه خلیج فارس,,,ارقام نگر آریا,ایرانیان تحلیل فارابی,----,,,True,5.68,11.1,63.82,0.31,0.0,20.48,4.28,0.0,2,نخل,27797446447955609,
11741,الماس کوروش,,,,,,0001-01-01T00:00:00,4,IssuanceAndCancellation,15429038121519,2020-09-27T00:00:00,0.07,0.51,2.19,6.38,12.65,25.65,10242.0,97.93,10123.0,10127.0,1,,2025-03-02T00:00:00,15429038121519,,1524061066,,,['kouroshfund.com'],سبدگردان کوروش,,,موسسه حسابرسی دش و همکاران,موسسه حسابرسی رهیافت و همکاران,----,,,True,1.65,1.65,50.25,0.35,0.0,46.29,1.46,0.0,2,,None,
11173,مشترک امین آوید,,,,,,0001-01-01T00:00:00,6,IssuanceAndCancellation,1764081876567,2013-09-04T00:00:00,0.187,3.412,1.274,12.32,29.544,25.623,32071883.0,3081.412,32071883.0,32254842.0,0,,2025-03-02T00:00:00,1764081876567,,55004,,,['aminavidfund.ir'],تامین سرمایه امین,,10588,موسسه حسابرسی فریوران راهبرد,مشاور سرمایه گذاری اوراق بهادار پاداش,تامین سرمایه امین,0.757206,-6.377,True,35.11,78.34,4.66,2.86,0.0,14.14,,,1,,None,
11859,ثابت مانی,,,,,,0001-01-01T00:00:00,4,Negotiable,829555125356,2021-09-12T00:00:00,0.014,0.753,1.697,5.872,12.314,25.493,21542.0,114.502,21817.0,21847.0,0,,2025-03-02T00:00:00,829555125356,20.0,38023558,,,['manifunds.ir'],سبدگردان مانی,11656,,موسسه حسابرسی و خدمات مالی ارقام نگر آریا,موسسه حسابرسی هوشیار ممیز,----,,,True,8.63,14.66,46.29,1.36,0.0,37.69,,,1,مانی,61265100181977543,
12070,نیلی دماوند,,,,,,0001-01-01T00:00:00,4,Negotiable,71570489739012,2023-03-14T00:00:00,0.07,0.49,2.08,6.24,12.44,25.32,9944.0,49.5,10186.0,10192.0,1,,2025-03-02T00:00:00,71570489739012,,7026280001,,,['nilidamavandfund.ir'],تامین سرمایه دماوند,,,موسسه حسابرسی و خدمات مدیریت رهیافت و همکاران,مشاور سرمایه گذاری ایرانیان تحلیل فارابی,----,,,True,1.7,1.7,67.0,1.91,0.0,25.94,3.46,0.0,2,نیلی,31188566503248753,
11476,نیکوکاری لوتوس رویان,,,,,,0001-01-01T00:00:00,4,IssuanceAndCancellation,358917788591,2017-03-06T00:00:00,0.12,0.36,1.87,6.16,11.93,25.06,1064293.0,194.52,1044872.0,1045967.0,3,,2025-03-02T00:00:00,358917788591,17.0,343504,,,['lrfund.ir'],تامین سرمایه لوتوس پارسیان,,,موسسه حسابرسی بیات رایان,موسسه حسابرسی هوشیار ممیز,----,,,True,4.22,9.06,76.47,0.48,0.0,13.03,0.95,0.0,2,,None,
11983,خزانه داریوش,,,,,,0001-01-01T00:00:00,4,IssuanceAndCancellation,22796490893797,2022-07-06T00:00:00,0.06,0.47,2.02,6.06,12.22,24.94,10089.0,60.39,10185.0,10188.0,1,,2025-03-02T00:00:00,22796490893797,,2238024528,,,['khazaneh.dariush.fund'],سبدگردان داریوش,11760,,موسسه حسابرسی رازدار,مؤسسه حسابرسی هوشیار ممیز,----,,,True,0.0,0.0,51.58,0.39,0.0,43.94,4.09,0.0,2,,None,
11920,اعتماد هامرز,,,,,,0001-01-01T00:00:00,4,Negotiable,11532310770500,2022-02-27T00:00:00,0.079,0.612,0.02,4.704,10.937,24.882,9936.0,70.189,10197.0,10209.0,1,,2025-03-02T00:00:00,11532310770500,,1131000000,,,['hummersfund.ir'],سبدگردان هامرز,11719,,موسسه حسابرسی و خدمات مدیریت رهیافت و همکاران,موسسه حسابرسی ارقام نگر آریا,----,,,True,14.63,16.5,42.59,0.29,0.0,40.62,,,1,هامرز,50503654866742146,
11233,افق ملت,,,,,,0001-01-01T00:00:00,6,Negotiable,13766946476020,2018-05-27T00:00:00,1.04,4.325,-0.574,11.495,28.845,24.472,284606.0,2725.995,284606.0,286551.0,0,,2025-03-02T00:00:00,13766946476020,,48371947,,,['ofoghmellat.ir'],تامین سرمایه بانک ملت,,,موسسه حسابرسی و خدمات مدیریت آزموده کاران,مشاور سرمایه گذاری هوشمند آبان,----,1.070097,-13.528,True,28.22,97.31,0.0,2.39,0.0,0.3,,,1,افق ملت,15451317146134956,
11820,سپید دماوند,,,,,,0001-01-01T00:00:00,4,Negotiable,77814676223706,2021-04-12T00:00:00,0.0,0.43,2.02,6.73,14.27,24.47,22419.0,123.11,22644.0,22658.0,0,,2025-03-02T00:00:00,77814676223706,,3436300000,,,['sepiddamavandfund.ir'],تامین سرمایه دماوند,,,موسسه حسابرسی بیات رایان,مشاور سرمایه گذاری ایرانیان تحلیل فارابی,----,,,True,1.93,3.25,40.57,4.52,0.0,47.9,3.76,0.0,2,سپیدما,2161110547458064,
10885,تجربه ایرانیان,,,,,,0001-01-01T00:00:00,7,IssuanceAndCancellation,1520491053041,2011-07-06T00:00:00,0.01,1.25,0.74,16.93,27.9,24.38,149189.0,2345.68,149189.0,149982.0,0,,2025-03-02T00:00:00,1520491053041,,10191683,,,['tajrobeiranian.ir'],کارگزاری بانک آینده,10663,10663,موسسه حسابرسی آزمون پرداز,موسسه حسابرسی و خدمات مدیریت رهیافت و همکاران,کارگزاری بانک آینده,,,True,57.13,74.68,12.61,0.39,0.0,12.32,0.0,0.0,2,,None,
12225,ارزش آفرین فولاد,,,,,,0001-01-01T00:00:00,6,Negotiable,1925519055252,2024-02-10T00:00:00,0.67,4.44,0.62,10.27,25.2,24.25,12737.0,26.53,12737.0,12899.0,0,,2025-03-02T00:00:00,1925519055252,,151173211,,,['narinfund.ir'],سبدگردان آتیه توکا,11810,,موسسه حسابرسی آزمون پرداز,مشاور سرمایه گذاری سهم آشنا,----,0.765132,-7.75,True,41.01,99.39,0.0,0.55,0.0,0.06,0.0,0.0,2,نارین,30430907997908005,
12023,زرین نهال ثنا,,,,,,0001-01-01T00:00:00,6,Negotiable,321853482873,2022-11-12T00:00:00,0.84,3.19,-2.46,19.67,33.2,23.74,20523.0,105.24,20523.0,20651.0,0,,2025-03-02T00:00:00,321853482873,,15682167,,,['zarinnahal.sanaamc.com'],سبدگردان توازن بازار,11860,,حسابرس (حسابرسی),متولی (حسابرسین),----,0.956414,-11.26,True,29.71,90.27,0.0,12.74,0.0,0.0,,,4,ثنا,32112121249636248,
11460,امین یکم فردا,,,,,,0001-01-01T00:00:00,4,Negotiable,22845566858361,2016-12-24T00:00:00,0.069,0.478,2.163,6.104,11.792,23.602,10228.0,179.464,10082.0,10090.0,1,,2025-03-02T00:00:00,22845566858361,20.0,2265913204,,,['aminfarda.ir'],تامین سرمایه امین,,,مؤسسه حسابرسی و خدمات مالی فاطر,مشاور سرمایه گذاری اوراق بهادار پاداش,----,,,True,4.72,7.34,68.77,1.21,0.0,22.68,,,1,امین یکم,45728383369147894,
10897,بخشی شایسته فردا,,,,,,0001-01-01T00:00:00,7,Negotiable,1391621772102,2011-08-07T00:00:00,0.41,1.49,-0.86,11.23,22.2,23.4,14480.0,1717.99,14480.0,14578.0,12,,2025-03-02T00:00:00,1391621772102,,96101196,,,['armaghanemelal.com'],سبد گردان نوین نگر آسیا,11299,,موسسه حسابرسی هوشیار ممیز,مشاور سرمایه گذاری سهم آشنا,----,,,True,42.57,96.83,0.06,0.62,0.0,2.48,0.0,0.0,2,پناه,7303159018400817,
11985,در سهام برلیان,,,,,,0001-01-01T00:00:00,6,Negotiable,1026861823483,2022-08-09T00:00:00,0.94,3.84,4.0,16.62,32.81,23.24,17322.0,71.42,17322.0,17441.0,0,,2025-03-02T00:00:00,1026861823483,,59279681,,,['berelianfund.ir'],سبد گردان برلیان,11784,,حسابرسی رازدار,حسابرسی کاربرد تحقیق,----,0.919713,-11.76,True,24.86,92.94,0.0,0.83,0.08,2.89,0.0,3.26,2,برلیان,4216536645718658,
11197,بذر امید آفرین,,,,,,0001-01-01T00:00:00,6,Negotiable,12527844854990,2019-11-07T00:00:00,0.465,1.899,0.362,8.404,26.476,22.952,217414.0,726.628,217643.0,218999.0,0,,2025-03-02T00:00:00,12527844854990,,57561400,,,['bazreomidfund.ir'],تامین سرمایه امید,,,موسسه حسابرسی هشیار بهمند,موسسه حسابرسی و خدمات مدیریت داریا روش,----,0.727175,-9.048,True,41.52,89.02,6.69,1.07,0.02,3.2,,,1,بذر,37222720235819361,
11499,گنجینه یکم آوید,,,,,,0001-01-01T00:00:00,4,Negotiable,3888870815993,2017-04-24T00:00:00,0.159,0.556,2.147,5.676,10.971,22.835,26972.0,229.286,26401.0,26415.0,0,,2025-03-02T00:00:00,3888870815993,20.0,147297717,,,['ganjinehavid.ir'],تامین سرمایه امین,,,موسسه حسابرسی و خدمات مالی فاطر,مشاور سرمایه گذاری اوراق بهادار پاداش,----,,,True,2.17,4.83,60.5,1.54,0.0,33.13,,,1,گنجین,57728534324022361,
11621,مشترک گنجینه آوا نوین,,,,,,0001-01-01T00:00:00,4,IssuanceAndCancellation,151236432714,2018-11-19T00:00:00,-0.113,0.064,1.02,3.686,11.256,22.773,57636.0,427.078,57636.0,57667.0,0,,2025-03-02T00:00:00,151236432714,,2623972,,,['almasday.ir'],سبدگردان فراز,11761,,موسسه وانیا نیک تدبیر,مشاور سرمایه گذاری سهم آشنا,----,,,True,2.55,8.18,56.65,0.65,0.0,34.52,,,1,,None,
10929,امین سامان رشد,,,,,,0001-01-01T00:00:00,4,IssuanceAndCancellation,1682213089204,2011-10-26T00:00:00,0.06,0.43,2.01,5.93,11.58,22.46,1081985.0,258.7,1007500.0,1008125.0,1,,2025-03-02T00:00:00,1682213089204,18.0,1669690,,,['aminsaman.ir'],تامین سرمایه امین,,10588,موسسه حسابرسی و خدمات مالی فاطر,مشاور سرمایه گذاری اوراق بهادار پاداش,تامین سرمایه امین,,,True,3.8,3.91,79.04,0.82,0.0,15.53,0.71,0.0,2,,None,
11886,اوج دماوند,,,,,,0001-01-01T00:00:00,6,Negotiable,2952498802477,2021-11-09T00:00:00,0.51,1.76,-4.25,9.12,26.19,21.65,20950.0,107.84,20950.0,21105.0,0,,2025-03-02T00:00:00,2952498802477,,140925000,,,['oujdamavandfund.ir'],تامین سرمایه دماوند,,,موسسه حسابرسی فریوران راهبرد,موسسه حسابرسی و خدمات مدیریت ارقام نگر آریا,----,0.797022,-10.35,True,20.15,98.54,0.0,0.94,0.0,0.52,0.0,0.0,2,اوج,62575434414985179,
11885,سهام ویستا,,,,,,0001-01-01T00:00:00,6,Negotiable,747472381863,2021-11-15T00:00:00,0.92,3.0,-3.07,7.44,27.91,21.49,22609.0,120.79,22609.0,22762.0,0,,2025-03-02T00:00:00,747472381863,,33059976,,,['vistasahm.ir'],سبد گردان ویستا,11785,,موسسه حسابرسی و خدمات مدیریت ارقام نگر آریا,مشاور سرمایه گذاری سهم آشنا,----,0.847323,-11.51,True,15.41,93.41,0.0,4.99,1.6,0.02,0.0,0.0,2,ویستا,58852293795036597,
11808,خصوصی ثروت آفرین فیروزه,,,,,,0001-01-01T00:00:00,16,Negotiable,1261693611876,2021-02-28T00:00:00,-0.021,0.787,0.915,2.583,4.695,21.247,1261694.0,26.177,1261694.0,1261727.0,0,,2025-03-02T00:00:00,1261693611876,,1000000,,,['firouzehpe.ir'],سبدگردان توسعه فیروزه,11677,,مؤسسه آتیه اندیش نمودگر,موسسه حسابرسی آگاهان و همکاران,----,,,True,0.0,0.0,7.14,54.47,0.0,38.39,,,1,ثروت,27812005859539773,
12086,درین بها بازار,,,,,,0001-01-01T00:00:00,4,Negotiable,1950133148970,2023-03-25T00:00:00,-0.31,-0.37,0.55,6.04,8.73,21.11,15240.0,50.11,15240.0,15246.0,0,,2025-03-02T00:00:00,1950133148970,,127955439,,,['dorinfund.com'],سبدگردان بها بازار پارس,11831,,موسسه حسابرسی رازدار,موسسه حسابرسی بهراد مشار,----,,,True,0.33,0.33,58.88,0.53,0.0,35.3,4.96,0.0,2,درین,21077182490095731,
12107,اختصاصی بازارگردانی پایش پایدار,,,,,,0001-01-01T00:00:00,11,IssuanceAndCancellation,2158792477581,2023-05-17T00:00:00,0.48,3.01,-0.35,20.14,26.23,21.04,2625980.0,37.5,2625980.0,2629264.0,0,,2025-03-02T00:00:00,2158792477581,,822090,,,['pdrfund.ir'],سبد گردان پایش,11898,,حسابرسی رازدار,مشاوره سرمایه گذاری هوشمند آبان,----,,,True,0.0,0.0,0.0,31.27,0.0,0.67,68.06,0.0,2,,None,
11924,قابل معامله شاخصی کیان,,,,,,0001-01-01T00:00:00,23,Negotiable,18061444855840,2022-05-29T00:00:00,0.29,1.24,-5.67,5.95,28.88,20.19,19118.0,91.19,19118.0,19248.0,0,,2025-03-02T00:00:00,18061444855840,,944700000,,,['kianfunds6.ir'],مشاور سرمایه گذاری پرتو آفتاب کیان,11543,,حسابرس (موسسه حسابرسی بیات رایان),متولی (موسسه حسابرسی بهراد مشار),----,,,True,7.15,98.4,0.0,2.26,0.43,0.0,,,4,هم وزن,47041908051542008,
12183,بخشی فلز فارابی,,,,,,0001-01-01T00:00:00,21,Negotiable,2092068096787,2023-10-15T00:00:00,0.782,3.416,3.449,20.693,31.336,19.717,13018.0,28.231,13018.0,13106.0,0,,2025-03-02T00:00:00,2092068096787,,160709436,,,['felez.irfarabi.ir'],سبدگردان فارابی,11787,,موسسه حسابرسی رازدار,موسسه حسابرسی بهراد مشار,----,,,True,64.53,99.79,0.0,0.2,0.0,0.01,,,1,فلزفارابی,43664630566988630,
12020,اختصاصی بازارگردانی پیشرفت سرمایه,,,,,,0001-01-01T00:00:00,11,IssuanceAndCancellation,496057483360,2022-10-01T00:00:00,22.82,5.77,2.18,16.27,34.75,19.44,1370964.0,49.8,1370964.0,1373414.0,0,,2025-03-02T00:00:00,496057483360,,361831,,,['psfund.ir'],کارگزاری سینا,10677,,موسسه حسابرسی دش و همکاران,موسسه حسابرسی و بهبود مدیریت حسابرسین,----,,,True,85.53,85.53,0.0,0.04,0.0,14.43,0.0,0.0,2,,None,
11141,مشترک نویدانصار,,,,,,0001-01-01T00:00:00,6,IssuanceAndCancellation,1171021078899,2013-03-03T00:00:00,-0.07,1.364,-1.225,9.446,23.302,19.437,5559163.0,5464.592,5559163.0,5595312.0,0,,2025-03-02T00:00:00,1171021078899,,210647,,,['navidansarfund.ir'],تامین سرمایه امید,,10935,موسسه حسابرسی کاربرد تحقیق,مشاور سرمایه گذاری ایرانیان تحلیل فارابی,تامین سرمایه امید,0.600846,-9.563,True,49.63,91.89,4.62,0.62,0.0,2.87,,,1,,None,
12061,آرمان رایا یکم,,,,,,0001-01-01T00:00:00,6,IssuanceAndCancellation,335481655987,2023-04-15T00:00:00,0.35,2.14,1.81,16.49,28.98,19.02,1563842.0,56.38,1563842.0,1572479.0,0,,2025-03-02T00:00:00,335481655987,,214524,,,['arman.rayasahm.com'],سبدگردان رایا سهم,,,حسابرس (موسسه حسابرسی رازدار),متولی (موسسه حسابرسی کاربرد تحقیق),----,0.801182,-13.98,True,41.4,79.19,14.33,2.75,0.05,4.47,,,4,,None,
12018,ترمه ایساتیس پویا,,,,,,0001-01-01T00:00:00,6,Negotiable,474321223203,2022-12-13T00:00:00,1.41,3.54,0.39,17.91,36.2,18.32,19116.0,88.5,19116.0,19242.0,0,,2025-03-02T00:00:00,474321223203,,24812217,,,['termeh.isatispm.com'],سبد گردان ایساتیس پویا کیش,11602,,موسسه حسابرسی وخدمات مدیریت رهیافت و همکاران,مشاور سرمایه گذاری سهم آشنا,----,0.945261,-16.68,True,39.93,93.2,0.01,1.02,5.76,0.0,0.0,0.0,2,ترمه,42705920381780437,
12166,سهامی هوش تصمیم,,,,,,0001-01-01T00:00:00,6,Negotiable,439861170829,2023-10-07T00:00:00,1.01,3.37,-2.66,7.38,25.5,18.24,12778.0,22.87,12778.0,12871.0,0,,2025-03-02T00:00:00,439861170829,,34422752,,,['tasmim-houshfund.ir'],سبدگردان تصمیم,11345,,موسسه حسابرسی فریوران راهبرد,موسسه حسابرسی و بهبود سیستم های مدیریت حسابرسین,----,0.819296,-14.76,True,40.67,96.99,0.0,0.62,0.0,2.39,0.0,0.0,2,هوشیار,9375107506435996,
11340,سپهر خبرگان نفت,,,,,,0001-01-01T00:00:00,4,Negotiable,974708692813,2015-08-08T00:00:00,0.08,0.5,2.03,6.13,9.71,18.21,10185.0,209.17,10185.0,10191.0,1,,2025-03-02T00:00:00,974708692813,,95700000,,,['khobregan-etf.com'],مشاور سرمایه گذاری امین نیکان آفاق,11331,,مؤسسه حسابرسی ارکان سیستم حسابداران رسمی,رتبه بندی اعتباری پایا,----,,,True,7.16,7.8,0.0,1.85,0.46,89.89,0.0,0.0,2,سخند,59598536122397373,
11463,مشترک گنجینه ارمغان الماس,,,,,,0001-01-01T00:00:00,6,Negotiable,242276560847,2016-11-13T00:00:00,1.017,3.539,-0.14,5.571,25.191,18.138,12814.0,2991.782,12814.0,12896.0,0,,2025-03-02T00:00:00,242276560847,,18907425,,,['armaghanalmasfund.ir'],سبد گردان الماس,11369,,هوشیار ممیز,موسسه حسابرسی و خدمات مدیریت آزموده کاران,----,1.03486,-19.862,True,29.36,93.06,0.0,6.38,0.0,0.56,,,1,آس,10063040211859748,
11260,امین تدبیرگران فردا,,,,,,0001-01-01T00:00:00,6,Negotiable,2674828332341,2014-09-02T00:00:00,0.64,3.12,-4.19,8.06,30.65,17.58,22329.0,2070.49,22329.0,22486.0,0,,2025-03-02T00:00:00,2674828332341,,119786900,,,['fardaetf.tadbirfunds.ir'],سبدگردان تدبیر,11768,,موسسه حسابرسی و خدمات مالی فاطر,مشاورسرمایه گذاری اوراق بهادار پاداش,----,1.002421,-18.42,True,17.83,98.03,0.0,1.53,0.0,0.25,0.0,0.19,2,الماس,28788598290160782,
12116,اختصاصی بازارگردانی برلیان,,,,,,0001-01-01T00:00:00,11,IssuanceAndCancellation,4999905886255,2023-05-31T00:00:00,0.4,0.48,-7.17,28.1,55.44,17.43,1296074.0,29.61,1296074.0,1297888.0,0,,2025-03-02T00:00:00,4999905886255,,3857731,,,['berelianmmf.ir'],سبد گردان برلیان,11784,,حسابرس (موسسه حسابرسی و خدمات مدیریت ارقام نگر آریا ),متولی (موسسه حسابرسی کاربرد تحقیق),----,,,True,93.59,93.59,0.0,1.94,0.19,5.8,,,4,,None,
11435,اختصاصی بازارگردانی گروه گردشگری ایرانیان,,,,,,0001-01-01T00:00:00,11,IssuanceAndCancellation,28311188704680,2016-06-23T00:00:00,0.31,0.47,-3.69,-3.12,12.04,16.57,15305818.0,1430.17,15305818.0,15322694.0,0,,2025-03-02T00:00:00,28311188704680,,1849701,,,['gfund.ir'],گروه سرمایه گذاری لقمان,,,موسسه حسابرسی و خدمات مالی و مدیریت ایران مشهود,مشاور سرمایه گذاری هوشمند آبان,----,,,True,87.72,87.72,0.0,12.28,0.0,0.0,0.0,0.0,2,,None,
